KSAT
CulturInfo	en-US
Software Version	1.4.2
Firmware Version	1.4
Last setting of the zero point	6/22/2018
Serial Number	0179

File name	KSAT_measurement_32T_001

MEASUREMENT
Mode	FallingHead
Sample rate [s]	Auto
Crown type	FilterPlateCrown
Use Synthetic Data	False

PARAMETERS
OPERATION PARAMETERS
H_end_abs [cm]	0.5	Hydraulic head difference at stop of measurement
H_end_rel [-]	0.25	Relative hydraulic head (with respect to initial pressure head) to stop measurement	
dH_min [cm]	0.1	Minimum hydraulic head difference for two successive readings	
dH_ini [cm]	1	Required hydraulic head increase between two readings to trigger automatic start of measurement campaign	
GEOMETRY PARAMETERS
A_bur [cm²]	4.524	Standard burette cross-sectional area
A_cap_in [cm²]	0.075	Burette extension internal cross-sectional area
A_sample  [cm²]	50	Sample cross-sectional area	
L_bur [cm]	22.5	Standard burette length	
L_sample [cm]	5	Height of soil sample	
L_plate_Bottom [cm]	0.8	Bottom porous plate height	
L_plate_Top [cm]	0.3	Upper porous plate height	
EVALUATION PARAMETERS
T_ref [°C]	10	Reference temperature for K calculations
K_plate [cm/d]	14000	Porous plate conductivity	
Use Auto-Offset	True	Use auto offset correction for measured hydraulic head
Max Auto-Offset [cm]	1	Max. value for auto offset correction
Trigger Auto-Offset [cm]	1	Hydraulic head change after auto offset correction becomes active
Start of measurement	6/22/2018 4:55:26 PM
Test duration	00:02:16

RESULT
Use auto offset adjustment	True
Max offset adjustment [cm]	1
Fitting Parameter a [cm]	3.23	coefficient a of the fitted exponential pressure head decrease function y = a * exp(-b*t)+c, where y is the pressure head in cm and t is time in s
Fitting Parameter b [s-1]	-1.24E-02	coefficient b of the fitted exponential pressure head decrease function y = a * exp(-b*t)+c, where y is the pressure head in cm and t is time in s
Fitting Parameter c [cm]	-.2	coefficient c of the fitted exponential pressure head decrease function y = a * exp(-b*t)+c, where y is the pressure head in cm and t is time in s
Fitting Parameter r2 [-]	1.0000	coefficient of determination of the exponential pressure head decrease function that is fitted to the observed data
Ks Total [cm/d]	590	Saturated hydraulic conductivity [cm/d] of the entire system
Ks Total [m/s]	6.87E-05	Saturated hydraulic conductivity [m/s] of the entire system
Ks Soil [cm/d]	488	Saturated hydraulic conductivity [cm/d] of the soil sample itself
Ks Soil [m/s]	5.67E-05	Saturated hydraulic conductivity [m/s] of the soil sample itself
Ks Soil normalized at 10.0 °C [cm/d]	339	Saturated hydraulic conductivity [cm/d] of the soil sample  normalized to 10 °C mean field temperature
Ks Soil normalized at 10.0 °C [m/s]	3.94E-05	Saturated hydraulic conductivity [m/s] of the soil sample  normalized to 10 °C mean field temperature

DATA
Date/Time		Runtime [s]	Pressure Head [cm]	Fitting [cm]	Temperature [°C]
6/22/2018 4:55:26 PM	683	0.00	3.428	3.428	24.220
6/22/2018 4:55:30 PM	88	3.41	3.286	3.295	24.220
6/22/2018 4:55:32 PM	912	6.23	3.179	3.188	24.210
6/22/2018 4:55:36 PM	585	9.90	3.049	3.056	24.210
6/22/2018 4:55:40 PM	258	13.57	2.915	2.929	24.210
6/22/2018 4:55:43 PM	913	17.23	2.792	2.808	24.220
6/22/2018 4:55:47 PM	578	20.90	2.659	2.692	24.220
6/22/2018 4:55:52 PM	90	25.41	2.542	2.557	24.220
6/22/2018 4:55:56 PM	574	29.89	2.409	2.429	24.220
6/22/2018 4:56:01 PM	100	34.42	2.301	2.308	24.220
6/22/2018 4:56:04 PM	741	38.06	2.199	2.215	24.220
6/22/2018 4:56:09 PM	221	42.54	2.091	2.106	24.220
6/22/2018 4:56:14 PM	554	47.87	1.971	1.985	24.220
6/22/2018 4:56:19 PM	919	53.24	1.861	1.870	24.220
6/22/2018 4:56:25 PM	265	58.58	1.752	1.763	24.220
6/22/2018 4:56:31 PM	463	64.78	1.640	1.647	24.220
6/22/2018 4:56:37 PM	663	70.98	1.532	1.540	24.220
6/22/2018 4:56:44 PM	735	78.05	1.423	1.428	24.230
6/22/2018 4:56:51 PM	788	85.11	1.321	1.325	24.230
6/22/2018 4:56:59 PM	666	92.98	1.216	1.221	24.230
6/22/2018 4:57:09 PM	251	102.57	1.106	1.107	24.230
6/22/2018 4:57:18 PM	805	112.12	1.003	1.005	24.220
6/22/2018 4:57:30 PM	20	123.34	0.901	0.901	24.220
6/22/2018 4:57:42 PM	920	136.24	0.797	-99999.000	24.220

